designation,name,other_id,type,constellation,magnitude,surface_brightness,size,ra_string,dec_string,ra_deg,dec_deg,class
NGC 2291,N/A,ZWG 175. 20,Galaxy,GEM,13.2,13.1,1',06 51.0,+33 32,102.74433333333333,33.525083333333335,SO
NGC 2292,N/A,ESO 490-48,Galaxy,CMA,10.8,13.6,4',06 47.7,-26 45,101.91520833333333,-26.74625,SBO
NGC 2293,N/A,ESO 490-49,Galaxy,CMA,11.2,13.9,4',06 47.7,-26 45,101.92879166666667,-26.754361111111113,SBO-a
NGC 2294,N/A,MCG   6-15- 14,Galaxy,GEM,13.8,13.8,0.8',06 51.2,+33 32,102.79708333333332,33.52711111111111,E6
NGC 2295,N/A,ESO 490-47,Galaxy,CMA,12.7,12.8,2.1',06 47.4,-26 44,101.84758333333333,-26.736250000000002,Sab
NGC 2296,N/A,IC  452,Brt Neb,CMA,13,-,0.6',06 48.7,-16 54,102.16295833333334,-16.90161111111111,R
NGC 2298,N/A,GCL  11,Glob CL,PUP,9.4,-,6.8',06 49.0,-36 00,102.24666666666667,-36.00530555555556,VI
NGC 2299,N/A,NGC 2302,Opn CL,MON,8.9,-,2.5',06 51.9,-07 05,102.97366666666666,-7.082722222222222,N/A
NGC 2300,N/A,UGC  3798,Galaxy,CEP,11,12.8,3.5',07 32.3,+85 43,113.08320833333333,85.7095,E1
NGC 2301,N/A,OCL  540,Opn CL,MON,6,-,12',06 51.8,+00 28,102.93875,0.45919444444444446,I 3 m
NGC 2302,N/A,NGC 2302,Opn CL,MON,8.9,-,2.5',06 51.9,-07 05,102.97366666666666,-7.082722222222222,II 2 p
NGC 2303,N/A,UGC  3603,Galaxy,AUR,12.6,13.5,1.5',06 56.3,+45 30,104.07291666666667,45.49275,Elliptical
NGC 2304,N/A,OCL  484,Opn CL,GEM,10,-,5',06 55.2,+17 59,103.798375,17.99277777777778,II 1 p
NGC 2306,N/A,N/A,Opn CL,MON,-,-,N/A,06 54.5,-07 12,103.62316666666666,-7.204138888888889,N/A
NGC 2308,N/A,UGC  3618,Galaxy,LYN,13.2,13.9,1.8',06 58.6,+45 13,104.656625,45.21055555555556,Sab
NGC 2309,N/A,OCL  557,Opn CL,MON,10.5,-,3',06 56.1,-07 10,104.01504166666668,-7.174305555555556,II 2 m
NGC 2310,N/A,ESO 309- 7,Galaxy,PUP,11.8,13,4.3',06 53.9,-40 52,103.47483333333332,-40.862611111111114,SO
NGC 2311,N/A,OCL  553,Opn CL,MON,9.6,-,7',06 57.8,-04 37,104.448125,-4.611333333333333,III 2 p
NGC 2313,N/A,LDN 1653,Brt Neb,MON,-,-,N/A,06 58.0,-07 57,104.51166666666667,-7.945027777777778,E
NGC 2314,N/A,UGC  3677,Galaxy,CAM,12.2,13.2,1.7',07 10.5,+75 20,107.635625,75.32666666666667,E1p
NGC 2315,N/A,UGC  3633,Galaxy,LYN,13.6,12.6,1.3',07 02.6,+50 35,105.63775,50.590583333333335,Sa
NGC 2316,N/A,NGC 2317,Brt Neb,MON,-,-,4',06 59.7,-07 47,104.92020833333333,-7.77775,R
NGC 2317,N/A,NGC 2316,Brt Neb,MON,-,-,4',06 59.7,-07 46,104.92329166666667,-7.7745,R
NGC 2320,N/A,UGC  3659,Galaxy,LYN,11.9,12.1,1.4',07 05.7,+50 35,106.425125,50.58105555555556,Elliptical
NGC 2321,N/A,UGC  3663,Galaxy,LYN,13.6,13.9,1.4',07 06.0,+50 45,106.49583333333332,50.75602777777778,SBa
NGC 2322,N/A,UGC  3662,Galaxy,LYN,13.8,12.8,1.1',07 06.0,+50 31,106.50125,50.510305555555554,SBa
NGC 2324,N/A,OCL  542,Opn CL,MON,8.4,-,8',07 04.1,+01 03,106.03316666666667,1.0446111111111112,II 2 r
NGC 2325,N/A,ESO 427-28,Galaxy,CMA,11.4,13.4,3.5',07 02.7,-28 42,105.66833333333332,-28.697222222222223,E4
NGC 2326,N/A,UGC  3681,Galaxy,LYN,13.1,14.3,1.8',07 08.2,+50 41,107.04591666666667,50.68194444444444,SBb
NGC 2327,N/A,CED  89B,Brt Neb,CMA,-,-,20',07 04.1,-11 19,106.03008333333334,-11.314111111111112,E
NGC 2328,N/A,ESO 309-16,Galaxy,PUP,12.8,13.4,1.6',07 02.6,-42 04,105.65083333333334,-42.06855555555556,E-SO Bar
NGC 2329,N/A,UGC  3695,Galaxy,LYN,12.4,12.7,1.3',07 09.1,+48 37,107.283375,48.61541666666667,SO
NGC 2330,N/A,IC  457,Galaxy,LYN,14,-,0.4',07 09.5,+50 09,107.36833333333334,50.15252777777778,Elliptical
NGC 2331,N/A,OCL  475,Opn CL,GEM,8.5,-,18',07 07.0,+27 16,106.74929166666666,27.261583333333334,IV 1 p
NGC 2332,N/A,UGC  3699,Galaxy,LYN,12.8,13.2,1.5',07 09.6,+50 11,107.39233333333334,50.18227777777778,SO
NGC 2333,N/A,UGC  3689,Galaxy,GEM,13.3,12.7,1',07 08.4,+35 10,107.08891666666668,35.170027777777776,Sa
NGC 2335,N/A,OCL  562,Opn CL,MON,7.2,-,12',07 06.8,-10 02,106.70604166666666,-10.02863888888889,III 3 m n
NGC 2336,N/A,UGC  3809,Galaxy,CAM,10.4,13.9,6.8',07 27.1,+80 11,111.766875,80.17808333333333,SBbc Ring
NGC 2336A,N/A,UGC  4066,Galaxy,CAM,14,-,1.7',07 56.3,+78 01,119.075,78.01666666666667,Sc
NGC 2337,N/A,UGC  3711,Galaxy,LYN,12.4,13.7,2.3',07 10.2,+44 27,107.55658333333334,44.45730555555556,Ir
NGC 2339,N/A,UGC  3693,Galaxy,GEM,11.8,13.5,2.7',07 08.3,+18 47,107.08558333333333,18.78025,SBbc Ring
NGC 2340,N/A,UGC  3720,Galaxy,LYN,11.7,12.6,1.8',07 11.2,+50 10,107.79512500000001,50.174749999999996,Elliptical
NGC 2341,N/A,UGC  3708,Galaxy,GEM,13.2,12.6,0.8',07 09.2,+20 36,107.30016666666667,20.60291666666667,Sc
NGC 2342,N/A,UGC  3709,Galaxy,GEM,12.6,13,1.4',07 09.3,+20 38,107.32533333333333,20.63597222222222,Sc
NGC 2343,N/A,OCL  565,Opn CL,MON,6.7,-,7',07 08.1,-10 37,107.02833333333334,-10.616805555555556,III 3 p n
NGC 2344,N/A,UGC  3734,Galaxy,LYN,12,13,1.7',07 12.5,+47 10,108.11941666666667,47.166694444444445,SBbc
NGC 2345,N/A,OCL  575,Opn CL,CMA,7.7,-,12',07 08.3,-13 12,107.07829166666667,-13.19375,I 3 m
NGC 2346,Butterfly Nebula,PK 215+3.1,Pln Neb,MON,12.5,11.5,60'',07 09.4,-00 48,107.345875,-0.809138888888889,3b(6)
NGC 2347,N/A,UGC  3759,Galaxy,CAM,12.4,13.2,1.8',07 16.1,+64 43,109.015375,64.70891666666667,Sb
NGC 2349,N/A,N/A,Opn CL,MON,-,-,N/A,07 10.8,-08 36,107.700625,-8.593250000000001,N/A
NGC 2350,N/A,UGC  3747,Galaxy,CMI,12.3,12.1,1.4',07 13.2,+12 16,108.30079166666667,12.266083333333333,Sa
NGC 2353,N/A,OCL  567,Opn CL,MON,7.1,-,20',07 14.5,-10 16,108.62629166666667,-10.26586111111111,II 2 p
NGC 2354,N/A,OCL  639,Opn CL,CMA,6.5,-,20',07 14.3,-25 42,108.52195833333333,-25.688916666666668,III 2 m
NGC 2355,N/A,NGC 2356,Opn CL,GEM,9.7,-,9',07 17.0,+13 45,109.24691666666666,13.74986111111111,II 2 p
NGC 2356,N/A,NGC 2355,Opn CL,GEM,9.7,-,9',07 17.0,+13 45,109.24691666666666,13.74986111111111,N/A
NGC 2357,N/A,UGC  3782,Galaxy,GEM,13.3,13.7,3.6',07 17.7,+23 21,109.42079166666667,23.35675,Sc
NGC 2358,N/A,N/A,Opn CL,CMA,-,-,8',07 16.9,-17 07,109.23470833333333,-17.117083333333333,N/A
NGC 2359,Duck Nebula,LBN 1041,Brt Neb,CMA,-,-,10',07 18.5,-13 14,109.62908333333333,-13.227194444444445,E
NGC 2360,N/A,OCL  589,Opn CL,CMA,7.2,-,13',07 17.7,-15 38,109.42966666666666,-15.641305555555554,II 2 m
NGC 2361,N/A,N/A,Brt Neb,CMA,-,-,N/A,07 18.4,-13 13,109.59916666666666,-13.209555555555555,E
NGC 2362,Mexican Jumping Star,OCL  633,Opn CL,CMA,4.1,-,8',07 18.7,-24 57,109.67279166666667,-24.954194444444443,I 3 p n
NGC 2364,N/A,N/A,Opn CL,MON,-,-,N/A,07 20.8,-07 33,110.193625,-7.549722222222222,N/A
NGC 2365,N/A,UGC  3821,Galaxy,GEM,12.4,13.4,2.4',07 22.4,+22 05,110.59395833333333,22.083277777777777,SBa
NGC 2366,N/A,UGC  3851,Galaxy,CAM,11.1,14.6,7.8',07 28.9,+69 13,112.22775000000001,69.21577777777777,Ir
NGC 2367,N/A,OCL  621,Opn CL,CMA,7.9,-,3.5',07 20.1,-21 53,110.01891666666666,-21.884083333333333,IV 3 p
NGC 2368,N/A,OCL  571,Opn CL,MON,11.8,-,5',07 21.1,-10 22,110.27625,-10.371777777777778,IV 2 p
NGC 2370,N/A,UGC  3835,Galaxy,GEM,13.6,12.5,0.8',07 25.0,+23 47,111.25691666666667,23.78322222222222,SBc
NGC 2371,Peanut Nebula,NGC 2372,Pln Neb,GEM,11.2,10.5,74'',07 25.6,+29 29,111.39441666666667,29.49063888888889,3a+6
NGC 2372,N/A,NGC 2371,Pln Neb,GEM,11.2,10.5,74'',07 25.6,+29 30,111.39441666666667,29.49063888888889,3a(4)
NGC 2373,N/A,UGC  3848,Galaxy,GEM,13.7,12.2,0.6',07 26.6,+33 49,111.65395833333334,33.82369444444445,Sbc
NGC 2374,N/A,OCL  585,Opn CL,CMA,8,-,19',07 23.9,-13 16,110.983625,-13.263361111111111,II 3 p
NGC 2375,N/A,UGC  3854,Galaxy,GEM,13.6,13.8,1.3',07 27.2,+33 50,111.7895,33.83180555555556,SBb
NGC 2377,N/A,UGCA 132,Galaxy,MON,12.7,13.4,1.7',07 24.9,-09 40,111.23675,-9.659305555555555,Sc
NGC 2379,N/A,UGC  3857,Galaxy,GEM,13.5,12.8,0.8',07 27.4,+33 49,111.85941666666668,33.811249999999994,SO
NGC 2380,N/A,NGC 2382,Galaxy,CMA,11.2,12.6,2.1',07 23.9,-27 32,110.978125,-27.529055555555555,SBO
NGC 2382,N/A,NGC 2380,Galaxy,CMA,12.3,-,2.1',07 23.9,-27 32,110.978125,-27.529055555555555,SBO
NGC 2383,N/A,OCL  616,Opn CL,CMA,8.4,-,6',07 24.7,-20 57,111.16625,-20.94763888888889,I 3 m
NGC 2384,N/A,OCL  618,Opn CL,CMA,7.4,-,2.5',07 25.2,-21 01,111.29095833333335,-21.01986111111111,IV 3 p
NGC 2388,N/A,UGC  3870,Galaxy,GEM,13.7,12.9,1',07 28.9,+33 49,112.22266666666667,33.81908333333334,S
NGC 2389,N/A,UGC  3872,Galaxy,GEM,12.9,13.9,2',07 29.1,+33 52,112.26937500000001,33.86097222222222,SBc
NGC 2392,"Clown Nebula, Clown Face N.",PK 197+17.1,Pln Neb,GEM,8.6,6.8,47'',07 29.2,+20 55,112.29483333333333,20.91183333333333,3b(3b)
NGC 2393,N/A,UGC  3884,Galaxy,GEM,14,13.8,1.2',07 30.1,+34 02,112.51929166666666,34.02777777777778,Sc
NGC 2394,N/A,N/A,Opn CL,CMI,-,-,N/A,07 28.6,+07 05,112.152125,7.086555555555555,N/A
NGC 2395,N/A,OCL  502,Opn CL,GEM,8,-,12',07 27.2,+13 37,111.80354166666667,13.608194444444445,III 1 p
NGC 2396,N/A,OCL  579,Opn CL,PUP,7.4,-,10',07 27.5,-11 43,112.01216666666667,-11.719666666666667,III 3 p
NGC 2401,N/A,OCL  508,Opn CL,PUP,12.6,-,2',07 29.4,-13 58,112.35166666666667,-13.966222222222221,II 3 p
NGC 2403,N/A,UGC  3918,Galaxy,CAM,8.5,14.4,23.4',07 36.8,+65 36,114.21416666666667,65.60255555555555,SBc
NGC 2404,N/A,N/A,Neb+Gx,CAM,-,-,N/A,07 37.1,+65 37,114.27804166666667,65.61080555555554,E+*
NGC 2407,N/A,UGC  3896,Galaxy,GEM,13.4,13.4,1.1',07 31.9,+18 20,112.986125,18.333083333333335,E-SO
NGC 2409,N/A,N/A,Opn CL,PUP,8,-,2.5',07 31.6,-17 11,112.903,-17.190416666666668,N/A
NGC 2410,N/A,UGC  3917,Galaxy,GEM,13,13.4,2.4',07 35.0,+32 49,113.75941666666667,32.82211111111111,SBb
NGC 2413,N/A,N/A,Opn CL,PUP,-,-,10',07 33.3,-13 06,113.31875,-13.095555555555556,N/A
NGC 2414,N/A,OCL  598,Opn CL,PUP,7.9,-,4',07 33.2,-15 27,113.30333333333333,-15.453861111111111,I 3 m
NGC 2415,N/A,UGC  3930,Galaxy,LYN,12.4,12,0.9',07 36.9,+35 14,114.23620833333332,35.24197222222222,Ir
NGC 2416,N/A,UGC  3925,Galaxy,CMI,13.4,12.9,1',07 35.7,+11 37,113.923,11.612027777777778,Sc
NGC 2418,N/A,UGC  3931,Galaxy,GEM,12.2,13.4,1.8',07 36.6,+17 53,114.15629166666666,17.883916666666668,Elliptical
NGC 2419,N/A,GCL  12,Glob CL,LYN,10.4,-,6.2',07 38.1,+38 53,114.53312499999998,38.87997222222222,II
NGC 2420,N/A,OCL  488,Opn CL,GEM,8.3,-,10',07 38.4,+21 34,114.59958333333333,21.574083333333334,I 2 r
NGC 2421,N/A,OCL  626,Opn CL,PUP,8.3,-,10',07 36.2,-20 37,114.04920833333333,-20.612250000000003,I 2 m
NGC 2423,N/A,OCL  592,Opn CL,PUP,6.7,-,19',07 37.1,-13 52,114.27804166666667,-13.871500000000001,IV 2 m
NGC 2424,N/A,UGC  3959,Galaxy,LYN,12.6,13.3,3.6',07 40.7,+39 14,115.16370833333335,39.23330555555556,SBb
NGC 2425,N/A,OCL  599,Opn CL,PUP,-,-,3.3',07 38.3,-14 53,114.57345833333333,-14.877833333333333,III 2 p
NGC 2426,N/A,UGC  3977,Galaxy,LYN,13.1,13.3,1.1',07 43.3,+52 19,115.82691666666668,52.3185,Elliptical
NGC 2427,N/A,ESO 208-27,Galaxy,PUP,11.5,14,4.9',07 36.5,-47 38,114.11741666666667,-47.635555555555555,SBd
NGC 2428,N/A,N/A,Opn CL,PUP,-,-,6',07 39.4,-16 32,114.84070833333334,-16.529027777777777,N/A
NGC 2429A,N/A,NGC 2429,Galaxy,LYN,14,-,1.5',07 43.8,+52 21,115.94825,52.357416666666666,Sbc
NGC 2431,N/A,NGC 2436,Galaxy,LYN,13.4,13,0.9',07 45.2,+53 05,116.30579166666666,53.07511111111111,SBa
NGC 2432,N/A,OCL  620,Opn CL,PUP,10.2,-,8',07 40.9,-19 05,115.22445833333333,-19.06908333333333,II 1 p
NGC 2435,N/A,UGC  3996,Galaxy,GEM,12.8,12.8,2.2',07 44.2,+31 39,116.05658333333334,31.65111111111111,Sa
NGC 2438,N/A,PK 231+4.2,Pln Neb,PUP,11,11.7,65'',07 41.8,-14 44,115.45995833333335,-14.735777777777777,4(2)
NGC 2439,N/A,OCL  688,Opn CL,PUP,6.9,-,10',07 40.8,-31 42,115.18920833333334,-31.692416666666666,II 3 m
NGC 2440,N/A,PK 234+2.1,Pln Neb,PUP,11.5,6.4,54'',07 41.9,-18 13,115.48066666666668,-18.208472222222223,5(3)
NGC 2441,N/A,UGC  4036,Galaxy,CAM,12.2,13.4,2',07 51.9,+73 01,117.97808333333333,73.01569444444445,SBb Ring
NGC 2444,N/A,UGC  4016,Galaxy,LYN,13.2,13,1.2',07 46.9,+39 02,116.72099999999999,39.03186111111111,SO
NGC 2445,N/A,UGC  4017,Galaxy,LYN,13.3,13.6,1.4',07 46.9,+39 01,116.72958333333334,39.015166666666666,Ring
NGC 2446,N/A,UGC  4027,Galaxy,LYN,12.9,13.5,1.9',07 48.7,+54 37,117.1635,54.611916666666666,Sb
NGC 2448,N/A,ESO 493-**8,Opn CL,PUP,-,-,5',07 44.6,-24 40,116.13829166666667,-24.673166666666667,N/A
NGC 2449,N/A,UGC  4026,Galaxy,GEM,13.4,13.1,1.3',07 47.3,+26 56,116.83449999999999,26.93016666666667,Sab
NGC 2451,N/A,OCL  716,Opn CL,PUP,2.8,-,50',07 45.3,-37 58,116.31254166666666,-37.967444444444446,II 2 p
NGC 2452,N/A,PK 243-1.1,Pln Neb,PUP,12.6,9.4,22'',07 47.4,-27 20,116.85987499999999,-27.334,4(3)
NGC 2453,N/A,OCL  670,Opn CL,PUP,8.3,-,5',07 47.6,-27 12,116.89220833333333,-27.194805555555554,I 2 p
NGC 2455,N/A,OCL  636,Opn CL,PUP,10.2,-,8',07 49.0,-21 18,117.24416666666667,-21.297944444444447,III 2 p
NGC 2456,N/A,UGC  4073,Galaxy,LYN,13.1,13,1.1',07 54.2,+55 30,118.54441666666668,55.495305555555554,Elliptical
NGC 2459,N/A,N/A,Opn CL,CMI,-,-,1.5',07 52.0,+09 33,118.00737500000001,9.557416666666667,N/A
NGC 2460,N/A,UGC  4097,Galaxy,CAM,11.8,13.3,2.2',07 56.9,+60 21,119.217875,60.34938888888889,Sab
NGC 2462,N/A,MCG  10-12- 24,Galaxy,LYN,14,-,0.4',07 56.5,+56 41,119.13358333333333,56.68711111111111,S
NGC 2467,N/A,OCL  668,CL+Neb,PUP,7.1,-,15',07 52.5,-26 26,118.09762500000001,-26.443333333333335,I 3 m n:b
NGC 2469,N/A,UGC  4111,Galaxy,LYN,12.7,12.4,1',07 58.1,+56 41,119.51424999999999,56.68047222222222,SB/P
NGC 2470,N/A,UGC  4091,Galaxy,CMI,12.7,12.7,2',07 54.3,+04 28,118.58654166666668,4.459694444444445,Sab
NGC 2474,N/A,UGC  4114,Galaxy,LYN,13.5,-,0.6',07 58.0,+52 51,119.495625,52.85727777777778,EO
NGC 2475,N/A,PK 164+31.1,Galaxy,LYN,13.1,12.5,0.8',07 58.0,+52 52,119.50183333333334,52.861694444444446,E1
NGC 2476,N/A,UGC  4106,Galaxy,LYN,12.6,12.8,1.4',07 56.8,+39 56,119.18825000000001,39.92788888888889,Elliptical
NGC 2477,N/A,OCL  720,Opn CL,PUP,5.8,-,27',07 52.2,-38 32,118.04075,-38.53325,I 2 r :b
NGC 2478,N/A,NGC 2422,Opn CL,PUP,4.4,-,30',07 36.6,-14 29,114.14591666666666,-14.482611111111112,N/A
NGC 2479,N/A,OCL  623,Opn CL,PUP,9.6,-,7',07 55.1,-17 42,118.77529166666666,-17.707805555555556,III 1 m
NGC 2480,N/A,UGC  4116,Galaxy,GEM,13.7,13.4,1.3',07 57.2,+23 47,119.29350000000001,23.779805555555555,SBcd
NGC 2481,N/A,UGC  4118,Galaxy,GEM,12.9,12.4,1.4',07 57.2,+23 46,119.30729166666667,23.767777777777777,Sa
NGC 2482,N/A,OCL  653,Opn CL,PUP,7.3,-,12',07 55.2,-24 15,118.79320833333334,-24.254638888888888,III 1 m
NGC 2483,N/A,ESO 430-SC2,Opn CL,PUP,7.6,-,10',07 55.6,-27 53,118.911625,-27.886833333333332,N/A
NGC 2484,N/A,UGC  4125,Galaxy,LYN,13.1,12.6,0.9',07 58.5,+37 47,119.617125,37.78661111111111,SO
NGC 2485,N/A,UGC  4112,Galaxy,CMI,12.2,13,1.6',07 56.8,+07 29,119.20275000000001,7.477944444444445,Sa
NGC 2486,N/A,UGC  4123,Galaxy,GEM,13.3,13.6,1.7',07 57.9,+25 10,119.485375,25.16086111111111,Sa
NGC 2487,N/A,UGC  4126,Galaxy,GEM,12.5,14.2,2.7',07 58.3,+25 09,119.58525,25.14922222222222,SBb
NGC 2488,N/A,UGC  4161,Galaxy,LYN,12.4,12.4,1.4',08 01.8,+56 33,120.44158333333336,56.55386111111111,E-SO
NGC 2489,N/A,OCL  690,Opn CL,PUP,7.9,-,8',07 56.3,-30 04,119.06225,-30.060833333333335,II 2 m
NGC 2492,N/A,UGC  4138,Galaxy,GEM,12.7,12.6,1',07 59.5,+27 02,119.87379166666668,27.026444444444444,E-SO
NGC 2493,N/A,UGC  4150,Galaxy,LYN,12,13.3,1.9',08 00.4,+39 50,120.09845833333334,39.83041666666667,SBO
NGC 2494,N/A,IC  487,Galaxy,MON,13.1,12.4,0.9',07 59.1,-00 38,119.77975,-0.6379166666666667,SBO-a
NGC 2496,N/A,UGC  4127,Galaxy,CMI,12.9,13.5,1.4',07 58.6,+08 02,119.655625,8.029805555555557,Elliptical
NGC 2497,N/A,UGC  4168,Galaxy,LYN,13.1,13.6,1.4',08 02.2,+56 57,120.546375,56.94233333333333,E-SO
NGC 2498,N/A,UGC  4142,Galaxy,GEM,13.4,13.1,1.1',07 59.6,+24 59,119.91187500000001,24.982333333333333,SBa
NGC 2500,N/A,UGC  4165,Galaxy,LYN,11.6,13.7,2.9',08 01.9,+50 44,120.47170833333334,50.73711111111111,SBcd
NGC 2501,N/A,MCG - 2-21-  2,Galaxy,PUP,14,-,1.4',07 58.5,-14 21,119.62516666666666,-14.354277777777778,SO
NGC 2502,N/A,ESO 209- 8,Galaxy,CAR,13.2,-,2.1',07 55.9,-52 18,118.96466666666666,-52.306777777777775,SBO
NGC 2503,N/A,UGC  4158,Galaxy,CNC,13.7,13.6,1.1',08 00.6,+22 24,120.15283333333333,22.400055555555554,SBbc Ring
NGC 2504,N/A,UGC  4152,Galaxy,CMI,13.9,11.9,0.5',07 59.9,+05 36,119.96791666666667,5.608111111111111,Pec
NGC 2505,N/A,UGC  4193,Galaxy,LYN,13.2,12.6,1.2',08 04.1,+53 33,121.02849999999998,53.54922222222222,SBa
NGC 2506,N/A,OCL  593,Opn CL,MON,7.6,-,7',08 00.0,-10 46,120.00741666666666,-10.76963888888889,I 2 r
NGC 2507,N/A,UGC  4172,Galaxy,CNC,12.2,13.7,2.5',08 01.6,+15 43,120.40504166666669,15.70975,Sa
NGC 2508,N/A,UGC  4174,Galaxy,CMI,12.7,13.2,1.4',08 02.0,+08 33,120.4884166666667,8.55188888888889,Elliptical
NGC 2509,N/A,OCL  630,Opn CL,PUP,9.3,-,8',08 00.8,-19 03,120.19925,-19.050527777777777,II 1 p
NGC 2510,N/A,UGC  4178,Galaxy,CMI,13.4,12.9,1',08 02.2,+09 29,120.54450000000001,9.485972222222221,SO
NGC 2512,N/A,UGC  4191,Galaxy,CNC,13.1,13.2,1.4',08 03.1,+23 23,120.78270833333336,23.391833333333334,SBb
NGC 2513,N/A,UGC  4184,Galaxy,CNC,11.6,13.4,2.5',08 02.4,+09 25,120.60279166666668,9.413555555555556,Elliptical
NGC 2514,N/A,UGC  4189,Galaxy,CNC,13.4,13.8,1.3',08 02.8,+15 48,120.70683333333334,15.808277777777779,SBbc
NGC 2517,N/A,MCG - 2-21-  3,Galaxy,PUP,11.8,12.1,1.4',08 02.8,-12 19,120.69612500000001,-12.317833333333333,SBO
NGC 2518,N/A,UGC  4221,Galaxy,LYN,13,13.1,1.2',08 07.3,+51 08,121.83437500000001,51.13161111111111,E-SO
NGC 2520,N/A,NGC 2527,Opn CL,PUP,6.5,-,22',08 05.0,-28 09,121.24241666666667,-28.146666666666665,N/A
NGC 2521,N/A,UGC  4235,Galaxy,LYN,12.8,12.6,1.2',08 08.8,+57 46,122.20570833333332,57.76961111111111,SOp
NGC 2522,N/A,UGC  4218,Galaxy,CNC,13.8,12.4,1',08 06.2,+17 42,121.55599999999998,17.70658333333333,Sa
NGC 2523,N/A,UGC  4271,Galaxy,CAM,11.9,13.6,2.9',08 15.0,+73 35,123.75037500000002,73.57897222222222,SBab
NGC 2523A,N/A,UGC  4166,Galaxy,CAM,13.8,13.3,1',08 04.1,+74 03,121.03524999999999,74.04777777777778,SBc
NGC 2523B,N/A,UGC  4259,Galaxy,CAM,13.9,13.4,2',08 12.9,+73 34,123.237875,73.56325,Sb
NGC 2523C,N/A,UGC  4290,Galaxy,CAM,12.9,13.1,1.5',08 17.7,+73 19,124.43454166666668,73.3176111111111,E5
NGC 2524,N/A,UGC  4234,Galaxy,LYN,12.7,12.9,1.4',08 08.2,+39 09,122.03995833333335,39.157444444444444,Sa
NGC 2525,N/A,MCG - 2-21-  4,Galaxy,PUP,11.6,13.3,3',08 05.6,-11 26,121.40850000000002,-11.427027777777777,SBc/P
NGC 2526,N/A,UGC  4231,Galaxy,CNC,13.7,12.6,0.9',08 07.0,+08 00,121.74429166666665,8.003944444444445,Sab
NGC 2527,N/A,NGC 2520,Opn CL,PUP,6.5,-,22',08 05.0,-28 09,121.24241666666667,-28.146666666666665,III 1 p
NGC 2528,N/A,UGC  4227,Galaxy,LYN,12.6,13.4,1.5',08 07.4,+39 12,121.85345833333332,39.19447222222222,Sb Ring
NGC 2530,N/A,UGC  4237,Galaxy,CNC,13.6,13.8,1.4',08 07.9,+17 49,121.98170833333334,17.8185,SBcd
NGC 2532,N/A,UGC  4256,Galaxy,LYN,12.4,13.8,2.1',08 10.3,+33 57,122.56324999999998,33.95663888888889,SBc
NGC 2533,N/A,OCL  695,Opn CL,PUP,7.6,-,3.5',08 07.1,-29 53,121.76708333333335,-29.88386111111111,III 1 p
NGC 2534,N/A,UGC  4268,Galaxy,LYN,12.9,13.5,1.4',08 12.9,+55 40,123.225625,55.67205555555555,E1p
NGC 2535,N/A,UGC  4264,Galaxy,CNC,12.8,13.8,2.5',08 11.2,+25 12,122.80620833333333,25.206805555555555,Scp
NGC 2537,Bear Paw (Claw) Galaxy,UGC  4274,Galaxy,LYN,11.7,12.6,3.1',08 13.2,+45 59,123.311,45.989805555555556,SBp
NGC 2538,N/A,UGC  4266,Galaxy,CMI,12.6,13.1,1.5',08 11.4,+03 38,122.846125,3.6331944444444444,SBa
NGC 2539,N/A,OCL  611,Opn CL,PUP,6.5,-,22',08 10.6,-12 49,122.65408333333332,-12.820666666666666,II 1 m
NGC 2540,N/A,UGC  4275,Galaxy,CNC,13.5,13.5,1.3',08 12.8,+26 22,123.19349999999999,26.361777777777778,SBc
NGC 2541,N/A,UGC  4284,Galaxy,LYN,11.8,14.9,6.3',08 14.7,+49 04,123.66716666666665,49.06172222222222,SBc
NGC 2542,N/A,N/A,Star,PUP,4.7,-,N/A,08 11.3,-12 56,122.81829166666668,-12.927083333333332,N/A
NGC 2543,N/A,IC 2232,Galaxy,LYN,11.9,13,2.3',08 13.0,+36 15,123.24133333333333,36.25463888888889,SBb
NGC 2544,N/A,UGC  4327,Galaxy,CAM,12.9,12.5,1.1',08 21.7,+73 59,125.41808333333333,73.98836111111112,SBa
NGC 2545,N/A,UGC  4287,Galaxy,CNC,12.4,13.1,2.2',08 14.2,+21 21,123.55899999999997,21.355472222222225,SBab Ring
NGC 2546,N/A,OCL  726,Opn CL,PUP,6.3,-,41',08 12.3,-37 36,123.065125,-37.59430555555556,III 2 m
NGC 2547,N/A,OCL  753,Opn CL,VEL,4.7,-,20',08 10.2,-49 12,122.53954166666665,-49.20566666666667,II 2 p n
NGC 2549,N/A,UGC  4313,Galaxy,LYN,11.2,12.8,3.8',08 19.0,+57 48,124.743125,57.80305555555555,SO
NGC 2550,N/A,UGC  4359,Galaxy,CAM,12.8,11.6,1',08 24.6,+74 01,126.14108333333336,74.01227777777778,SB/P
NGC 2550A,N/A,UGC  4397,Galaxy,CAM,12.7,13.5,1.6',08 28.7,+73 45,127.16641666666666,73.748,Sc
NGC 2551,N/A,UGC  4362,Galaxy,CAM,12.1,12.6,1.6',08 24.8,+73 25,126.2095,73.41202777777778,Sa
NGC 2552,N/A,UGC  4325,Galaxy,LYN,12.1,14.2,3.6',08 19.3,+50 00,124.83554166666666,50.00963888888889,Ir
NGC 2553,N/A,MCG   4-20- 14,Galaxy,CNC,13.8,13.1,0.9',08 17.6,+20 54,124.39583333333334,20.90308333333333,S
